filename,xtl,ytl,xbr,ybr
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000045.jpg,0.5416666666666666,0.18518518518518517,0.6270833333333333,0.28888888888888886
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000046.jpg,0.48541666666666666,0.040740740740740744,0.56875,0.16296296296296298
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000050.jpg,0.8770833333333333,0.0,0.9791666666666666,0.16296296296296298
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000104.jpg,0.49375,0.0,0.5708333333333333,0.05185185185185185
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000105.jpg,0.7645833333333333,0.17407407407407408,0.8,0.24444444444444444
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000109.jpg,0.9125,0.8888888888888888,0.95,0.9407407407407408
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000110.jpg,0.7916666666666666,0.8074074074074075,0.84375,0.9
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000111.jpg,0.6479166666666667,0.8888888888888888,0.6979166666666666,0.9777777777777777
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000112.jpg,0.5791666666666667,0.7925925925925926,0.6416666666666667,0.9111111111111111
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000113.jpg,0.5166666666666667,0.6666666666666666,0.60625,0.8333333333333334
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000114.jpg,0.48125,0.5481481481481482,0.5770833333333333,0.6592592592592592
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000115.jpg,0.6479166666666667,0.42592592592592593,0.6729166666666667,0.48148148148148145
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000116.jpg,0.4895833333333333,0.6962962962962963,0.5395833333333333,0.7555555555555555
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000116.jpg,0.6229166666666667,0.6148148148148148,0.6541666666666667,0.6666666666666666
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000116.jpg,0.5145833333333333,0.42592592592592593,0.6770833333333334,0.6407407407407407
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000117.jpg,0.6333333333333333,0.8703703703703703,0.7645833333333333,0.9888888888888889
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000121.jpg,0.020833333333333332,0.8333333333333334,0.06875,0.9111111111111111
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000122.jpg,0.025,0.562962962962963,0.0625,0.6185185185185185
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000128.jpg,0.2875,0.22592592592592592,0.36041666666666666,0.28888888888888886
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000128.jpg,0.34375,0.10740740740740741,0.4125,0.1925925925925926
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000129.jpg,0.61875,0.6666666666666666,0.65,0.7666666666666667
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000141.jpg,0.96875,0.5777777777777777,1.0,0.6444444444444445
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000142.jpg,0.7729166666666667,0.5333333333333333,0.8458333333333333,0.6185185185185185
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000143.jpg,0.5375,0.4925925925925926,0.6208333333333333,0.562962962962963
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000144.jpg,0.10625,0.4444444444444444,0.21666666666666667,0.6
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000194.jpg,0.4041666666666667,0.24074074074074073,0.46458333333333335,0.2851851851851852
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000195.jpg,0.1875,0.15185185185185185,0.22916666666666666,0.2111111111111111
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000199.jpg,0.0,0.34444444444444444,0.03333333333333333,0.4111111111111111
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000200.jpg,0.18333333333333332,0.6148148148148148,0.27708333333333335,0.6814814814814815
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000267.jpg,0.0,0.8592592592592593,0.03958333333333333,0.9629629629629629
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000300.jpg,0.49166666666666664,0.42962962962962964,0.5645833333333333,0.5185185185185185
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000301.jpg,0.17708333333333334,0.0,0.35208333333333336,0.1111111111111111
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000301.jpg,0.0,0.0,0.1375,0.18888888888888888
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000302.jpg,0.0,0.0,0.06041666666666667,0.16296296296296298
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000462.jpg,0.18333333333333332,0.24814814814814815,0.23333333333333334,0.3037037037037037
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000566.jpg,0.7645833333333333,0.5666666666666667,0.7958333333333333,0.6333333333333333
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000691.jpg,0.50625,0.8555555555555555,0.5333333333333333,0.9111111111111111
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000692.jpg,0.5354166666666667,0.7592592592592593,0.5729166666666666,0.8296296296296296
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000700.jpg,0.8145833333333333,0.7703703703703704,0.8541666666666666,0.8333333333333334
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000869.jpg,0.83125,0.0,0.9104166666666667,0.040740740740740744
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001135.jpg,0.47291666666666665,0.05925925925925926,0.5375,0.13703703703703704
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001170.jpg,0.4125,0.06296296296296296,0.5,0.16296296296296298
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001372.jpg,0.96875,0.2518518518518518,1.0,0.3
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001421.jpg,0.3333333333333333,0.16296296296296298,0.3625,0.2222222222222222
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001432.jpg,0.6729166666666667,0.0,0.7520833333333333,0.08148148148148149
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001454.jpg,0.04791666666666667,0.0,0.13125,0.03333333333333333
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001503.jpg,0.88125,0.4444444444444444,0.9208333333333333,0.5074074074074074
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001503.jpg,0.8979166666666667,0.35555555555555557,0.9666666666666667,0.4185185185185185
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001504.jpg,0.6166666666666667,0.18888888888888888,0.6770833333333334,0.26666666666666666
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001505.jpg,0.26458333333333334,0.040740740740740744,0.30833333333333335,0.1259259259259259
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001505.jpg,0.31666666666666665,0.0,0.36875,0.05555555555555555
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001520.jpg,0.9541666666666667,0.21481481481481482,0.9854166666666667,0.25925925925925924
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001562.jpg,0.0,0.6074074074074074,0.03125,0.6962962962962963
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001563.jpg,0.027083333333333334,0.45925925925925926,0.15833333333333333,0.6296296296296297
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001564.jpg,0.16875,0.48518518518518516,0.24583333333333332,0.5555555555555556
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001565.jpg,0.34375,0.4444444444444444,0.4,0.5
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001566.jpg,0.5,0.36666666666666664,0.5708333333333333,0.43333333333333335
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001567.jpg,0.6645833333333333,0.4148148148148148,0.6979166666666666,0.45925925925925926
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001595.jpg,0.43333333333333335,0.8222222222222222,0.475,0.8814814814814815
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001596.jpg,0.4708333333333333,0.6666666666666666,0.5166666666666667,0.7481481481481481
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001597.jpg,0.475,0.48518518518518516,0.5208333333333334,0.5962962962962963
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001597.jpg,0.45,0.42962962962962964,0.48541666666666666,0.4777777777777778
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001598.jpg,0.4270833333333333,0.4185185185185185,0.5458333333333333,0.5
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001599.jpg,0.5145833333333333,0.3111111111111111,0.5666666666666667,0.37777777777777777
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001600.jpg,0.5625,0.25925925925925924,0.6416666666666667,0.34814814814814815
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001601.jpg,0.725,0.1814814814814815,0.76875,0.23703703703703705
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001601.jpg,0.6270833333333333,0.0962962962962963,0.7229166666666667,0.1814814814814815
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001601.jpg,0.76875,0.08518518518518518,0.8270833333333333,0.1814814814814815
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001767.jpg,0.04583333333333333,0.24444444444444444,0.11458333333333333,0.3037037037037037
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001767.jpg,0.13958333333333334,0.17407407407407408,0.20625,0.32222222222222224
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001768.jpg,0.31875,0.1259259259259259,0.3854166666666667,0.18518518518518517
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001768.jpg,0.41875,0.040740740740740744,0.48333333333333334,0.14444444444444443
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001769.jpg,0.58125,0.0,0.6354166666666666,0.04814814814814815
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001925.jpg,0.48333333333333334,0.22592592592592592,0.5229166666666667,0.2814814814814815
/media/pi/70D7-5135/videos/1563149100286/1563149100286f001926.jpg,0.06666666666666667,0.0,0.1375,0.022222222222222223
