filename,xtl,ytl,xbr,ybr
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000010.jpg,0.9458333333333333,0.09259259259259259,1.0,0.2037037037037037
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000024.jpg,0.06875,0.3851851851851852,0.17916666666666667,0.5962962962962963
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000025.jpg,0.35625,0.26666666666666666,0.3854166666666667,0.3148148148148148
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000026.jpg,0.49583333333333335,0.22592592592592592,0.5333333333333333,0.2740740740740741
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000037.jpg,0.9604166666666667,0.9,1.0,1.0
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000040.jpg,0.6,0.9629629629629629,0.6416666666666667,1.0
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000041.jpg,0.5979166666666667,0.9518518518518518,0.63125,1.0
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000041.jpg,0.59375,0.8407407407407408,0.6708333333333333,0.9296296296296296
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000042.jpg,0.6416666666666667,0.8740740740740741,0.6833333333333333,0.9333333333333333
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000042.jpg,0.6270833333333333,0.6888888888888889,0.7083333333333334,0.7925925925925926
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000043.jpg,0.2833333333333333,0.8148148148148148,0.33125,0.8629629629629629
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000043.jpg,0.6583333333333333,0.6851851851851852,0.7083333333333334,0.7703703703703704
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000043.jpg,0.6375,0.5481481481481482,0.7104166666666667,0.6370370370370371
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000044.jpg,0.6270833333333333,0.5444444444444444,0.6708333333333333,0.6074074074074074
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000044.jpg,0.6020833333333333,0.4111111111111111,0.68125,0.5
/media/pi/70D7-5135/videos/1563149100286/1563149100286f000045.jpg,0.55,0.3148148148148148,0.5854166666666667,0.36666666666666664
